"Country or Area","Year","Area","Sex","Religion","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Aruba","2010","Total","Male","No Religion","Census - de jure - complete tabulation","Final figure, complete","2012","3104","1"
"Aruba","2010","Total","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2012","283","1"
"Aruba","2010","Total","Male","Other Religions and Persuasions","Census - de jure - complete tabulation","Final figure, complete","2012","5282","1"
"Aruba","2010","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2012","53243","1"
"Aruba","2010","Total","Female","Adventist","Census - de jure - complete tabulation","Final figure, complete","2012","531","1"
"Aruba","2010","Total","Female","Anglican","Census - de jure - complete tabulation","Final figure, complete","2012","267","1"
"Aruba","2010","Total","Female","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2012","1020","1"
"Aruba","2010","Total","Female","Jewish","Census - de jure - complete tabulation","Final figure, complete","2012","152","1"
"Aruba","2010","Total","Female","Methodist","Census - de jure - complete tabulation","Final figure, complete","2012","512","1"
"Aruba","2010","Total","Female","Pagan","Census - de jure - complete tabulation","Final figure, complete","2012","2521","1"
"Aruba","2010","Total","Female","Protestant","Census - de jure - complete tabulation","Final figure, complete","2012","1469","1"
"Aruba","2010","Total","Female","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","39959","1"
"Aruba","2010","Total","Female","No Religion","Census - de jure - complete tabulation","Final figure, complete","2012","2521","1"
"Aruba","2010","Total","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2012","233","1"
"Aruba","2010","Total","Female","Other Religions and Persuasions","Census - de jure - complete tabulation","Final figure, complete","2012","6580","1"
"Aruba","2000","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2009","90506","1"
"Aruba","2000","Total","Both Sexes","Adventist","Census - de jure - complete tabulation","Final figure, complete","2009","691","1"
"Aruba","2000","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2009","397","1"
"Aruba","2000","Total","Both Sexes","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2009","3679","1"
"Aruba","2000","Total","Both Sexes","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2009","1350","1"
"Aruba","2000","Total","Both Sexes","Jewish","Census - de jure - complete tabulation","Final figure, complete","2009","198","1"
"Aruba","2000","Total","Both Sexes","Methodist","Census - de jure - complete tabulation","Final figure, complete","2009","1045","1"
"Aruba","2000","Total","Both Sexes","Pagan","Census - de jure - complete tabulation","Final figure, complete","2009","3546","1"
"Aruba","2000","Total","Both Sexes","Protestant","Census - de jure - complete tabulation","Final figure, complete","2009","2282","1"
"Aruba","2000","Total","Both Sexes","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2009","73158","1"
"Aruba","2000","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2009","610","1"
"Aruba","2000","Total","Both Sexes","Other Religions and Persuasions","Census - de jure - complete tabulation","Final figure, complete","2009","3550","1"
"Aruba","2000","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2009","43436","1"
"Aruba","2000","Total","Male","Adventist","Census - de jure - complete tabulation","Final figure, complete","2009","266",""
"Aruba","2000","Total","Male","Anglican","Census - de jure - complete tabulation","Final figure, complete","2009","150",""
"Aruba","2000","Total","Male","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2009","1623",""
"Aruba","2000","Total","Male","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2009","581",""
"Aruba","2000","Total","Male","Jewish","Census - de jure - complete tabulation","Final figure, complete","2009","100",""
"Aruba","2000","Total","Male","Methodist","Census - de jure - complete tabulation","Final figure, complete","2009","463",""
"Aruba","2000","Total","Male","Pagan","Census - de jure - complete tabulation","Final figure, complete","2009","1946",""
"Aruba","2000","Total","Male","Protestant","Census - de jure - complete tabulation","Final figure, complete","2009","1116",""
"Aruba","2000","Total","Male","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2009","35221",""
"Aruba","2000","Total","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2009","305",""
"Aruba","2000","Total","Male","Other Religions and Persuasions","Census - de jure - complete tabulation","Final figure, complete","2009","1666",""
"Aruba","2000","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2009","47069","1"
"Aruba","2000","Total","Female","Adventist","Census - de jure - complete tabulation","Final figure, complete","2009","425",""
"Aruba","2000","Total","Female","Anglican","Census - de jure - complete tabulation","Final figure, complete","2009","247",""
"Aruba","2000","Total","Female","Evangelical","Census - de jure - complete tabulation","Final figure, complete","2009","2056",""
"Aruba","2000","Total","Female","Jehovah Witness","Census - de jure - complete tabulation","Final figure, complete","2009","770",""
"Aruba","2000","Total","Female","Jewish","Census - de jure - complete tabulation","Final figure, complete","2009","99",""
"Aruba","2000","Total","Female","Methodist","Census - de jure - complete tabulation","Final figure, complete","2009","582",""
"Aruba","2000","Total","Female","Pagan","Census - de jure - complete tabulation","Final figure, complete","2009","1600",""
"Aruba","2000","Total","Female","Protestant","Census - de jure - complete tabulation","Final figure, complete","2009","1166",""
"Aruba","2000","Total","Female","Roman Catholic","Census - de jure - complete tabulation","Final figure, complete","2009","37937",""
"Aruba","2000","Total","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2009","306",""
"Aruba","2000","Total","Female","Other Religions and Persuasions","Census - de jure - complete tabulation","Final figure, complete","2009","1884",""
"Australia","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2012","21507719","2,3"
"Australia","2011","Total","Both Sexes","Anglican","Census - de jure - complete tabulation","Final figure, complete","2012","3679907","2,3"
"Australia","2011","Total","Both Sexes","Baha'i","Census - de jure - complete tabulation","Final figure, complete","2012","13705","2,3"
"Australia","2011","Total","Both Sexes","Baptist","Census - de jure - complete tabulation","Final figure, complete","2012","352499","2,3"
"Australia","2011","Total","Both Sexes","Brethren","Census - de jure - complete tabulation","Final figure, complete","2012","21732","2,3"
"Australia","2011","Total","Both Sexes","Buddhist","Census - de jure - complete tabulation","Final figure, complete","2012","528979","2,3"
"Australia","2011","Total","Both Sexes","Catholic","Census - de jure - complete tabulation","Final figure, complete","2012","5439266","2,3"
"Australia","2011","Total","Both Sexes","Church of Christ","Census - de jure - complete tabulation","Final figure, complete","2012","49688","2,3"
"Australia","2011","Total","Both Sexes","Druze","Census - de jure - complete tabulation","Final figure, complete","2012","2973","2,3"
"Australia","2011","Total","Both Sexes","Eastern Orthodox","Census - de jure - complete tabulation","Final figure, complete","2012","563072","2,3"
"Australia","2011","Total","Both Sexes","Hindu","Census - de jure - complete tabulation","Final figure, complete","2012","275536","2,3"
"Australia","2011","Total","Both Sexes","Islam ","Census - de jure - complete tabulation","Final figure, complete","2012","476291","2,3"
"Australia","2011","Total","Both Sexes","Judaism","Census - de jure - complete tabulation","Final figure, complete","2012","97334","2,3"
"Australia","2011","Total","Both Sexes","Latter Day Saints","Census - de jure - complete tabulation","Final figure, complete","2012","59770","2,3"
"Australia","2011","Total","Both Sexes","Lutheran","Census - de jure - complete tabulation","Final figure, complete","2012","251932","2,3"
"Australia","2011","Total","Both Sexes","Pentecostal","Census - de jure - complete tabulation","Final figure, complete","2012","237984","2,3"
"Australia","2011","Total","Both Sexes","Salvation Army","Census - de jure - complete tabulation","Final figure, complete","2012","60162","2,3"
"Australia","2011","Total","Both Sexes","Seventh Day Adventist","Census - de jure - complete tabulation","Final figure, complete","2012","63002","2,3"
"Australia","2011","Total","Both Sexes","Sikh","Census - de jure - complete tabulation","Final figure, complete","2012","72296","2,3"
"Australia","2011","Total","Both Sexes","Spiritualist","Census - de jure - complete tabulation","Final figure, complete","2012","11553","2,3"
"Australia","2011","Total","Both Sexes","United Church","Census - de jure - complete tabulation","Final figure, complete","2012","1065794","2,3"
"Australia","2011","Total","Both Sexes","Other Christians","Census - de jure - complete tabulation","Final figure, complete","2012","37674","2,3"
"Australia","2011","Total","Both Sexes","Other Protestant","Census - de jure - complete tabulation","Final figure, complete","2012","60240","2,3"
"Australia","2011","Total","Both Sexes","Other Religions","Census - de jure - complete tabulation","Final figure, complete","2012","18893","2,3"
"Australia","2011","Total","Both Sexes","No Religion","Census - de jure - complete tabulation","Final figure, complete","2012","4796786","2,3"
